Player_ID,Team,Player_NAME,SEASON,Position,Minutes,Shots,SoT,G
388,CIN,John Nelson,2022,FB,1332,3,0,0
164,NYRB,John Tolkin,2022,FB,3041,33,8,1
39,SKC,Johnny Russell,2022,W,2923,65,21,8
523,MTL,Jojea Kwizera,2022,FB,321,2,0,0
350,ATX,Jon Gallagher,2022,FB,2378,10,2,1
474,NER,Jonathan Bell,2022,CB,1145,3,1,1
436,CHI,Jonathan Bornstein,2022,FB,1330,5,1,1
522,MIN,Jonathan González,2022,CM,224,3,1,1
69,COL,Jonathan Lewis,2022,W,2418,57,24,5
527,RSL,Jonathan Menéndez,2022,ST,161,4,1,0
306,CLB,Jonathan Mensah,2022,CB,2847,22,9,2
112,TOR,Jonathan Osorio,2022,CM,1919,25,12,9
662,LAG,Jonathan Perez,2022,FB,14,0,0,0
30,SEA,Jordan Morris,2022,W,2500,54,24,7
514,TOR,Jordan Perruzza,2022,W,286,8,2,0
221,CLT,Jordy Alcívar,2022,CM,1123,16,7,1
406,PHI,José Andrés Martínez,2022,DM,2777,30,4,0
525,FCD,José Antonio Martínez,2022,CB,2879,7,2,0
53,LAFC,José Cifuentes,2022,CM,2557,56,23,7
681,SKC,José Mauri,2022,DM,27,0,0,0
407,POR,José Van Rankin,2022,FB,2087,12,4,1
60,ATL,Josef Martínez,2022,ST,1637,49,21,9
359,CLT,Joseph Mora,2022,FB,1889,6,0,0
360,MIN,Joseph Rosales,2022,DM,1174,13,3,0
484,CLB,Josh Williams,2022,CB,1581,6,1,0
545,SEA,Joshua Atencio,2022,DM,808,7,1,0
634,FCD,Joshué Quiñonez,2022,CB,139,0,0,0
329,NER,Jozy Altidore,2022,ST,676,14,2,1
272,ATL,Juan José Purata,2022,CB,1604,14,8,6
614,POR,Juan Mosquera,2022,FB,218,2,1,0
564,SJE,Judson,2022,DM,718,5,0,0
158,LAG,Julian Araujo,2022,FB,3021,14,2,0
14,PHI,Julián Carranza,2022,ST,2379,90,36,14
92,VAN,Julian Gressel,2022,FB,2557,33,11,2
162,ATX,Julio Cascante,2022,CB,3011,29,9,3
285,CIN,Júnior Moreno,2022,CM,2212,15,3,2
106,ORL,Júnior Urso,2022,DM,2817,50,21,5
244,RSL,Justen Glad,2022,CB,2525,18,8,3
521,NYC,Justin Haak,2022,DM,866,1,1,0
68,RSL,Justin Meram,2022,W,2451,38,11,3
541,POR,Justin Rasmussen,2022,FB,714,4,1,0
343,NER,Justin Rennicks,2022,ST,834,12,5,2
86,CHI,Kacper Przybylko,2022,ST,1742,46,15,5
577,TOR,Kadin Chung,2022,FB,495,1,0,0
100,PHI,Kai Wagner,2022,FB,3278,14,2,0
645,FCD,Kalil ElMedkhar,2022,W,116,2,0,0
178,MTL,Kamal Miller,2022,CB,2536,24,8,2
156,CLT,Kamil Jozwiak,2022,W,1264,18,4,0
37,CLT,Karol Swiderski,2022,ST,2656,72,36,10
563,SKC,Kayden Pierre,2022,FB,1072,1,0,0
249,NYC,Keaton Parks,2022,DM,1187,21,11,2
251,COL,Keegan Rosenberry,2022,FB,3280,20,5,2
73,MTL,Kei Kamara,2022,ST,1751,45,17,9
121,LAFC,Kellyn Acosta,2022,CM,2824,32,9,2
603,LAG,Kelvin Leerdam,2022,FB,549,1,1,0
420,SEA,Kelyn Rowe,2022,FB,1438,13,3,1
424,MIN,Kemar Lawrence,2022,FB,2506,8,3,1
590,CHI,Kendall Burks,2022,CB,206,2,0,0
381,MIN,Kervin Arriaga,2022,DM,2056,21,3,1
335,CLT,Kerwin Calderón Vargas,2022,W,682,17,8,0
88,LAG,Kevin Cabral,2022,W,1832,35,11,1
519,CLB,Kevin Molino,2022,W,507,5,2,1
612,NYC,Kevin O'Toole,2022,W,302,2,1,0
229,SKC,Khiry Shelton,2022,ST,1544,18,6,1
473,MIA,Kieran Gibbs,2022,FB,695,5,4,0
696,LAFC,Kim Moon-Hwan,2022,FB,83,0,0,0
449,DCU,Kimarni Smith,2022,FB,440,8,3,1
611,ATX,Kipp Keller,2022,CB,359,0,0,0
684,CLT,Koa Santos,2022,W,62,0,0,0
693,TOR,Kobe Franklin,2022,CB,17,0,0,0
565,SKC,Kortne Ford,2022,CB,906,2,0,0
292,TOR,Kosi Thompson,2022,FB,1837,11,5,1
641,DCU,Kristian Fletcher,2022,W,71,1,1,1
49,LAFC,Kwadwo Opoku,2022,W,1946,58,25,7
650,NYC,Kwaku Owusu,2022,CB,13,1,0,0
500,NYRB,Kyle Duncan,2022,FB,660,4,0,0
448,ORL,Kyle Smith,2022,FB,1592,8,5,2
230,COL,Lalas Abubakar,2022,CB,2781,22,5,4
550,POR,Larrys Mabiala,2022,CB,1731,5,1,0
105,MTL,Lassi Lappalainen,2022,FB,2097,28,11,3
184,LAFC,Latif Blessing,2022,CM,1503,16,4,0
261,SEA,Leo Chú,2022,W,927,18,1,0
282,PHI,Leon Flach,2022,CM,3012,11,4,0
559,VAN,Leonard Owusu,2022,CM,961,3,1,0
58,MIA,Leonardo Campana,2022,ST,1732,54,25,11
21,NYRB,Lewis Morgan,2022,W,2915,85,32,14
469,SKC,Logan Ndenbe,2022,FB,1931,7,1,0
114,TOR,Lorenzo Insigne,2022,W,1018,49,20,6
277,TOR,Luca Petrasso,2022,FB,1893,9,3,0
67,VAN,Lucas Cavallini,2022,ST,1666,53,20,9
197,COL,Lucas Esteves,2022,FB,2503,28,7,1
33,CLB,Lucas Zelarayán,2022,AM,2550,85,33,10
3,CIN,Luciano Acosta,2022,AM,2708,62,22,10
31,MIN,Luis Amarilla,2022,ST,2536,76,26,9
147,CLB,Luis Díaz,2022,W,1668,18,7,3
467,VAN,Luis Martins,2022,FB,524,5,1,0
28,ATL,Luiz Araújo,2022,W,2382,98,33,4
464,TOR,Lukas MacNaughton,2022,CB,1975,6,1,0
274,NSH,Luke Haakenson,2022,CM,718,10,3,0
124,NYRB,Luquinhas,2022,AM,2140,34,11,5
605,ATL,Machop Chol,2022,FB,105,1,0,0
498,NER,Maciel,2022,DM,760,2,0,0
107,RSL,Maikel Chang,2022,W,1988,27,9,2
227,NYC,Malte Amundsen,2022,FB,2361,14,2,0
321,LAFC,Mamadou Fall,2022,CB,1338,13,3,1
85,ATL,Marcelino Moreno,2022,AM,1957,56,17,2
295,RSL,Marcelo Silva,2022,CB,3049,26,7,2
241,FCD,Marco Farfan,2022,FB,2975,8,5,1
423,SJE,Marcos López,2022,FB,1515,15,2,1
491,VAN,Marcus Godinho,2022,FB,1123,6,3,0
233,SKC,Marinos Tzionis,2022,W,912,22,8,1
224,LAG,Mark Delgado,2022,CM,2764,11,3,2
150,TOR,Mark-Anthony Kaye,2022,CM,2066,22,10,3
599,CLB,Marlon Hairston,2022,FB,168,0,0,0
615,LAG,Martín Cáceres,2022,CB,475,2,0,0
387,DCU,Martín Rodríguez,2022,W,964,5,0,0
189,POR,Marvin Loría,2022,W,949,21,7,2
213,MTL,Mason Toye,2022,ST,802,20,7,2
700,DCU,Matai Akinmboni,2022,CB,126,0,0,0
374,ATL,Matheus Rossetto,2022,CM,1757,13,4,0
278,MTL,Mathieu Choinière,2022,FB,1524,15,2,2
610,NYC,Matías Pellegrini,2022,FB,81,3,0,0
475,HOU,Matías Vera,2022,DM,2376,10,1,0
194,MTL,Matko Miljevic,2022,AM,796,27,9,1
331,FCD,Matt Hedges,2022,CB,2463,12,3,1
437,CIN,Matt Miazga,2022,CB,899,5,2,2
313,NER,Matt Polster,2022,DM,2325,17,8,2
584,PHI,Matt Real,2022,CM,205,3,1,1
91,ORL,Mauricio Pereyra,2022,AM,2720,33,10,1
258,CHI,Mauricio Pineda,2022,DM,2196,15,3,1
217,COL,Max,2022,CM,1038,23,6,0
480,NYC,Maxime Chanot,2022,CB,1616,11,2,1
52,NYC,Maximiliano Morález,2022,AM,2321,40,14,2
89,ATX,Maximiliano Urruti,2022,ST,2363,58,19,9
159,HOU,Memo Rodríguez,2022,W,1656,34,10,0
301,MIN,Mender García,2022,W,573,8,3,1
698,HOU,Micael,2022,CM,53,0,0,0
568,VAN,Michael Baldisimo,2022,CM,520,3,2,0
55,COL,Michael Barrios,2022,W,2087,46,12,2
377,MIN,Michael Boxall,2022,CB,3045,9,0,0
190,TOR,Michael Bradley,2022,DM,3411,15,6,3
136,DCU,Michael Estrada,2022,ST,953,15,5,4
676,ORL,Michael Halliday,2022,FB,72,0,0,0
291,CHI,Miguel Ángel Navarro,2022,FB,2391,11,2,0
123,DCU,Miguel Berry,2022,ST,1822,28,8,2
642,SJE,Miguel Trauco,2022,FB,144,1,0,0
54,PHI,Mikael Uhre,2022,ST,1758,47,32,13
652,ATL,Mikey Ambrose,2022,FB,61,1,0,0
585,ATL,Miles Robinson,2022,CB,717,3,0,0
451,CLB,Milos Degenek,2022,CB,2499,11,1,0
580,CLB,Mohamed Farsi,2022,FB,121,0,0,0
658,MIA,Mohammed Adams,2022,CM,391,1,0,0
651,DCU,Moses Nyeman,2022,CM,155,1,0,0
257,ATX,Moussa Djitté,2022,ST,544,15,7,4
609,MIN,Nabilai Kibunguchy,2022,DM,199,2,0,0
366,NER,Nacho Gil,2022,W,216,1,0,0
326,FCD,Nanu,2022,FB,1356,9,1,0
265,SJE,Nathan,2022,CB,2468,28,6,3
284,POR,Nathan,2022,ST,474,18,7,2
691,CLT,Nathan Byrne,2022,FB,326,0,0,0
334,PHI,Nathan Harriel,2022,FB,1965,13,2,1
547,HOU,Nelson Quiñones,2022,W,163,2,2,0
526,LAG,Nicholas DePuy,2022,CB,1446,9,0,0
537,ORL,Nicholas Gioacchini,2022,W,168,3,0,0
355,CIN,Nicholas Markanich,2022,ST,148,6,0,0
598,RSL,Nick Besler,2022,CM,296,2,1,0
216,CIN,Nick Hagglund,2022,CB,2968,16,7,1
219,ATX,Nick Lima,2022,FB,2591,20,1,0
400,NYC,Nicolás Acevedo,2022,DM,2525,20,5,0
419,SKC,Nicolas Isimat-Mirin,2022,CB,2506,7,4,0
36,SEA,Nicolás Lodeiro,2022,AM,2527,40,15,7
570,COL,Nicolás Mezquida,2022,AM,159,1,1,0
215,DCU,Nigel Robertha,2022,W,815,10,4,1
499,MIN,Niko Hansen,2022,W,118,3,0,0
481,SJE,Niko Tsakiris,2022,AM,414,7,2,0
435,SKC,Nikola Vujnovic,2022,ST,377,5,3,0
508,FCD,Nkosi Burgess,2022,CB,1523,4,0,0
432,CHI,Nnamdi Chinonso Offor,2022,ST,303,5,1,1
625,MIA,Noah Allen,2022,FB,368,3,0,0
409,TOR,Noble Okello,2022,CM,390,5,2,0
414,NER,Noel Buck,2022,W,326,6,3,1
273,SEA,Nouhou Tolo,2022,FB,2748,14,4,1
530,CLT,Nuno Santos,2022,DM,185,5,2,1
495,SEA,Obed Vargas,2022,DM,924,4,0,0
382,CIN,Obinna Nwobodo,2022,CM,2265,6,1,0
48,DCU,Ola Kamara,2022,ST,1652,36,21,9
234,PHI,Olivier Mbaizo,2022,FB,1450,5,2,0
548,NER,Omar González,2022,CB,854,6,2,0
122,NYRB,Omir Fernandez,2022,AM,1573,24,7,2
594,MIN,Oniel Fisher,2022,FB,691,1,0,0
132,CLT,Orrin McKinze Gaines II,2022,W,1197,15,8,1
601,SJE,Oskar Aegren,2022,CB,267,1,0,0
623,ATL,Osvaldo Alonso,2022,DM,365,1,0,0
549,SJE,Ousseni Bouda,2022,W,164,5,1,0
308,ATX,Owen Wolff,2022,W,1029,7,1,0
635,POR,Pablo Bonilla,2022,FB,285,0,0,0
94,RSL,Pablo Ruiz,2022,CM,2629,46,13,2
43,NYRB,Patryk Klimala,2022,ST,1792,54,24,5
34,FCD,Paul Arriola,2022,W,2813,55,22,10
207,SJE,Paul Marie,2022,FB,2401,25,4,1
661,TOR,Paul Rothrock,2022,W,42,0,0,0
314,PHI,Paxten Aaronson,2022,ST,531,12,5,1
210,FCD,Paxton Pomykal,2022,CM,2627,21,3,0
180,CLB,Pedro Santos,2022,FB,2570,21,4,1
177,VAN,Pedro Vite,2022,AM,1324,14,4,2
687,RSL,Pierre Reedy,2022,W,12,0,0,0
504,CLT,Quinn McNeill,2022,CM,709,3,2,1
385,PHI,Quinn Sullivan,2022,ST,316,5,1,1
188,CHI,Rafael Czichos,2022,CB,2572,19,6,3
208,LAG,Raheem Edwards,2022,FB,2511,17,3,1
442,COL,Ralph Priso-Mbongue,2022,CM,533,3,3,1
90,NSH,Rándall Leal,2022,AM,2277,60,16,2
371,VAN,Ranko Veselinovic,2022,CB,3010,10,2,1
84,SEA,Raúl Ruidíaz,2022,ST,1419,51,22,9
405,DCU,Ravel Morrison,2022,CM,1044,16,5,2
154,LAG,Rayan Raveloson,2022,CM,1954,33,9,3
344,CIN,Raymon Gaddis,2022,FB,1251,3,0,0
490,SEA,Reed Baker-Whiting,2022,AM,102,3,3,0
209,SKC,Remi Walter,2022,DM,3246,17,6,3
325,TOR,Richie Laryea,2022,FB,940,1,0,0
505,MTL,Rida Zouhir,2022,CM,145,4,0,0
160,LAG,Riqui Puig,2022,CM,913,26,11,3
370,MIA,Robbie Robinson,2022,W,519,9,3,1
695,MTL,Róbert Orri Thorkelsson,2022,FB,209,0,0,0
108,MIA,Robert Taylor,2022,W,2409,40,13,3
579,SKC,Robert Voloder,2022,CB,788,1,1,1
538,HOU,Roberto Avila,2022,W,200,4,1,0
431,ORL,Robin Jansson,2022,CB,2185,15,4,1
62,MIN,Robin Lod,2022,W,2702,59,21,6
567,ATX,Rodney Redes,2022,W,228,4,2,0
426,ORL,Rodrigo Schlegel,2022,CB,2423,10,1,1
692,SJE,Rodrigues,2022,CB,661,0,0,0
163,SKC,Roger Espinoza,2022,CM,2013,34,13,2
659,MIN,Romain Métanire,2022,DM,29,0,0,0
6,MTL,Romell Quioto,2022,ST,2232,76,34,15
555,ATL,Ronald Hernández,2022,FB,827,3,2,0
396,CIN,Ronald Matarrita,2022,FB,264,3,1,1
50,ATL,Ronaldo Cisneros,2022,ST,1867,48,18,7
201,ORL,Ruan,2022,FB,2658,8,4,2
365,ATX,Ruben Gabrielsen,2022,CB,3018,9,4,2
259,RSL,Rubio Rubín,2022,ST,975,20,8,1
461,MTL,Rudy Camacho,2022,CB,2746,9,2,1
362,DCU,Russell Canouse,2022,CM,1331,5,2,1
404,VAN,Russell Teibert,2022,CM,2231,10,1,0
29,VAN,Ryan Gauld,2022,AM,2435,75,25,8
175,LAFC,Ryan Hollingshead,2022,FB,2161,23,11,6
222,VAN,Ryan Raposo,2022,FB,1600,19,4,2
466,MIA,Ryan Sailor,2022,CB,1705,6,1,0
627,NER,Ryan Spaulding,2022,FB,293,2,0,0
297,LAG,Sacha Kljestan,2022,DM,543,8,2,1
520,HOU,Sam Junqua,2022,FB,616,1,0,0
254,COL,Sam Nicholson,2022,W,909,13,4,1
459,DCU,Sami Guediri,2022,FB,867,3,0,0
653,SEA,Samuel Adeniran,2022,ST,79,1,0,0
118,LAG,Samuel Grandsir,2022,W,1787,36,19,3
336,MTL,Samuel Piette,2022,CM,1658,5,1,0
32,POR,Santiago Moreno,2022,W,2659,48,21,7
22,NYC,Santiago Rodríguez,2022,AM,2730,50,18,4
317,ATL,Santiago Sosa,2022,DM,1544,22,3,1
543,RSL,Scott Caldwell,2022,CM,1520,3,0,0
434,NSH,Sean Davis,2022,CM,3085,14,5,1
247,NYRB,Sean Nealis,2022,CB,3276,21,5,0
643,CLB,Sean Zawadzki,2022,CM,318,1,1,1
702,COL,Sebastian Anderson,2022,FB,17,0,0,0
392,VAN,Sebastian Berhalter,2022,CM,1117,13,4,0
46,POR,Sebastián Blanco,2022,AM,2010,59,20,7
9,ATX,Sebastián Driussi,2022,AM,3175,97,39,22
131,NER,Sebastian Lletget,2022,CM,2424,35,15,3
546,LAFC,Sebastien Ibeagha,2022,CB,1324,5,0,0
415,LAG,Sega Coulibaly,2022,CB,2394,9,2,1
544,NYRB,Serge Ngoma,2022,AM,153,2,2,2
41,RSL,Sergio Córdova,2022,ST,2458,59,31,9
667,CHI,Sergio Oregel Jr,2022,DM,15,0,0,0
307,CLT,Sergio Ruiz,2022,CM,827,6,2,1
104,CIN,Sergio Santos,2022,ST,842,20,5,1
476,TOR,Shane O'Neill,2022,CB,2161,2,1,0
410,NSH,Shaq Moore,2022,FB,972,13,1,0
539,SJE,Shea Salinas,2022,W,257,4,1,1
592,SJE,Siad Haji,2022,CB,25,0,0,0
646,ORL,Silvester van der Water,2022,W,65,1,1,0
507,VAN,Simon Becher,2022,ST,12,1,1,1
447,DCU,Sofiane Djeffal,2022,CM,1857,13,1,0
263,CHI,Stanislav Ivanov,2022,W,940,13,4,1
673,TOR,Steffen Yeates,2022,FB,44,0,0,0
243,DCU,Steve Birnbaum,2022,CB,3162,23,6,2
488,COL,Steven Beitashour,2022,FB,1434,5,0,0
228,CLB,Steven Moreira,2022,FB,3087,11,4,1
656,NYRB,Steven Sserwadda,2022,DM,37,1,0,0
561,PHI,Stuart Findlay,2022,CB,400,3,1,0
602,NSH,Tah Brian Anunga,2022,CM,959,4,0,0
20,NYC,Talles Magno,2022,W,2886,65,24,7
439,SJE,Tanner Beason,2022,CB,2431,5,1,0
445,RSL,Tate Schmitt,2022,FB,950,7,3,2
12,NYC,Taty Castellanos,2022,ST,1653,81,33,13
72,DCU,Taxiarchis Fountas,2022,AM,1613,80,33,12
471,NSH,Taylor Washington,2022,FB,688,2,0,0
328,NYC,Tayvon Gray,2022,FB,2125,10,3,0
140,NSH,Teal Bunbury,2022,ST,747,27,12,5
248,HOU,Teenage Hadebe,2022,CB,2013,17,3,2
630,POR,Tega Ikoba,2022,ST,32,1,0,0
198,ORL,Tesho Akindele,2022,ST,749,22,6,3
628,TOR,Themi Antonoglou,2022,FB,44,1,0,0
638,DCU,Theodore Ku-Dipietro,2022,W,286,0,0,0
23,ATL,Thiago Almada,2022,AM,2622,77,24,6
110,NYC,Thiago Andrade,2022,W,1625,33,15,5
664,HOU,Thiago Fernandes,2022,W,34,0,0,0
478,NYC,Thiago Martins,2022,CB,2364,6,2,0
418,NYRB,Thomas Edwards,2022,CB,1815,13,2,0
697,ORL,Thomas Williams,2022,CB,199,0,0,0
115,HOU,Thorleifur Úlfarsson,2022,W,1377,38,16,4
401,HOU,Tim Parker,2022,CB,2495,3,1,0
129,NYRB,Tom Barlow,2022,ST,1255,23,10,4
196,NER,Tommy McNamara,2022,DM,2670,23,12,4
264,SJE,Tommy Thompson,2022,FB,1457,11,2,1
620,DCU,Tony Alfaro,2022,CB,1062,1,0,0
309,VAN,Tosaint Ricketts,2022,ST,563,11,6,4
289,VAN,Tristan Blackmon,2022,CB,2350,14,5,1
191,FCD,Tsiki Ntsabeleng,2022,CM,951,15,4,1
393,CIN,Tyler Blackett,2022,CB,1504,7,1,0
351,HOU,Tyler Pasher,2022,W,714,18,6,2
552,ATL,Tyler Wolff,2022,W,266,4,2,0
492,SKC,Uri Rosell,2022,DM,1004,3,0,0
685,CHI,Victor Bezerra,2022,ST,72,0,0,0
412,DCU,Victor Pálsson,2022,DM,939,15,3,0
465,MIA,Victor Ulloa,2022,CM,457,1,1,0
171,LAG,Víctor Vázquez,2022,ST,1270,21,5,2
127,MTL,Victor Wanyama,2022,CM,2913,36,6,1
593,NYC,Vuk Latinovich,2022,CB,284,1,0,0
133,NSH,Walker Zimmerman,2022,CB,2784,29,14,4
622,ATX,Washington Corozo,2022,DM,70,2,1,0
668,NYRB,Wikelman Carmona,2022,W,53,0,0,0
463,MIN,Wil Trapp,2022,DM,2288,11,3,0
587,ORL,Wilder Cartagena,2022,DM,371,6,1,0
443,NER,Wilfrid Kaptoum,2022,DM,1155,11,2,1
225,SEA,Will Bruin,2022,ST,982,20,5,3
82,SKC,William Agada,2022,ST,1002,41,22,8
649,SJE,William Richmond,2022,W,56,1,0,0
554,CLB,William Sands,2022,FB,729,3,0,0
363,CHI,Wyatt Omsberg,2022,CB,1376,10,4,1
457,SEA,Xavier Arreaga,2022,CB,2355,9,3,1
26,CHI,Xherdan Shaqiri,2022,AM,2456,51,16,7
182,CLB,Yaw Yeboah,2022,W,891,18,5,0
367,SEA,Yeimar Gómez Andrade,2022,CB,2532,17,4,1
63,POR,Yimmi Chará,2022,W,2998,46,16,4
179,CLT,Yordy Reyna,2022,W,933,23,11,3
266,CIN,Yuya Kubo,2022,CM,1495,15,2,1
298,POR,Zac McGraw,2022,CB,1225,10,4,1
535,NYRB,Zach Ryan,2022,ST,69,4,1,0
240,MTL,Zachary Brault-Guillard,2022,FB,731,6,4,4
337,ATX,Zan Kolmanic,2022,FB,1187,8,1,0
631,HOU,Zarek Valentin,2022,FB,403,0,0,0
433,HOU,Zeca,2022,FB,1263,5,2,0
703,CIN,Zico Bailey,2022,FB,88,0,0,0
534,MTL,Zorhan Ludovic Bassong,2022,FB,232,2,0,0